time,OS,RL
93.1885,21.1938,20.9749
93.3888,21.1992,20.9897
93.5892,21.1988,21.0023
93.7895,21.1928,21.0175
93.9899,21.1804,21.033
94.1902,21.1671,21.046
94.3906,21.1539,21.0562
94.591,21.1404,21.0591
94.7913,21.1264,21.0628
94.9917,21.1168,21.0652
95.192,21.1089,21.069
95.3923,21.1015,21.0637
95.5927,21.0964,21.0561
95.7931,21.0924,21.0461
95.9934,21.0911,21.0378
96.1937,21.0939,21.0284
96.3941,21.0965,21.0237
96.5944,21.1041,21.0203
96.7947,21.1145,21.0139
96.9951,21.1192,21.0067
97.1954,21.1251,21.0009
97.3958,21.1286,20.9974
97.5961,21.1335,20.9929
97.7964,21.1418,20.9881
97.9968,21.1518,20.9885
98.1971,21.1652,20.9857
98.3974,21.1802,20.9886
98.5978,21.1893,20.9969
98.8022,21.1958,21.0024
99.0025,21.2,21.0012
99.2029,21.1995,21.0057
99.4032,21.1946,21.0107
99.6035,21.1872,21.013
99.8038,21.1785,21.0123
100.004,21.1669,21.012
100.205,21.1548,21.0162
100.405,21.1465,21.0232
100.605,21.1355,21.0286
100.806,21.1269,21.0412
101.006,21.1191,21.0521
101.206,21.1097,21.0608
101.406,21.1028,21.0702
101.607,21.0991,21.0743
101.807,21.097,21.0783
102.007,21.093,21.0808
102.208,21.0922,21.0821
102.408,21.0967,21.0864
102.609,21.1011,21.0895
102.809,21.112,21.0889
103.009,21.1274,21.0918
103.209,21.1475,21.0928
103.41,21.1689,21.0878
103.61,21.1891,21.0782
103.811,21.209,21.0708
104.011,21.2243,21.0579
104.211,21.2322,21.0407
104.412,21.233,21.0228
104.612,21.2281,21.0153
104.812,21.2172,21.0064
105.013,21.2095,21.0025
105.213,21.1954,21.0079
105.413,21.1808,21.0139
105.614,21.1636,21.0167
105.814,21.1458,21.0138
106.014,21.1214,21.0119
106.215,21.0975,21.0069
106.415,21.0804,21.0013
106.615,21.0698,21.005
106.816,21.0647,21.0115
107.016,21.0643,21.0232
107.216,21.0731,21.0381
107.417,21.0876,21.0537
107.617,21.1037,21.0756
107.817,21.1186,21.0935
108.018,21.1316,21.1122
108.218,21.1433,21.1298
108.418,21.1559,21.1411
108.619,21.1689,21.1477
108.819,21.1875,21.148
109.019,21.2088,21.1473
109.22,21.2239,21.1425
109.42,21.2324,21.137
109.62,21.2343,21.1311
109.821,21.2296,21.1249
110.021,21.2244,21.114
110.221,21.2159,21.1011
110.422,21.205,21.0871
110.622,21.1906,21.0728
110.822,21.173,21.0593
111.023,21.1545,21.0525
111.223,21.1302,21.0452
111.423,21.1092,21.0373
111.624,21.0905,21.031
111.824,21.0744,21.0259
112.024,21.0661,21.0283
112.225,21.063,21.0372
112.425,21.0683,21.0479
112.626,21.0794,21.0552
112.826,21.0951,21.0611
113.026,21.1146,21.0716
113.226,21.1353,21.0812
113.427,21.1552,21.094
113.627,21.1741,21.1017
113.828,21.1892,21.1127
114.028,21.2033,21.121
114.228,21.2137,21.1261
114.429,21.222,21.1225
114.629,21.2267,21.1174
114.829,21.2278,21.1176
115.029,21.2254,21.1213
115.23,21.2221,21.1287
115.43,21.2116,21.1388
115.63,21.1982,21.146
115.831,21.1868,21.1333
116.031,21.1758,21.1287
116.231,21.1639,21.1071
116.432,21.1528,21.0923
116.632,21.1408,21.0783
116.833,21.1285,21.0658
117.033,21.1183,21.0551
117.233,21.1125,21.0527
117.433,21.11,21.0615
117.634,21.1115,21.0679
117.834,21.1139,21.0676
118.035,21.1197,21.0664
118.235,21.1268,21.0556
118.435,21.1391,21.0449
118.636,21.157,21.0365
118.836,21.1748,21.0249
119.036,21.1899,21.0226
119.237,21.2056,20.9966
119.437,21.219,21.0037
119.637,21.23,21.0196
119.838,21.2335,21.0367
120.038,21.2326,21.0325
120.238,21.2315,21.0208
120.439,21.2302,21.0208
120.639,21.2323,21.0258
120.839,21.231,21.0293
121.04,21.2328,21.0249
121.24,21.2309,21.0161
121.44,21.2218,21.009
121.641,21.2058,21.0029
121.841,21.1854,21.0064
122.041,21.1641,21.0132
122.242,21.1426,21.0196
122.442,21.1213,21.0216
122.642,21.101,21.0243
122.843,21.0853,21.0193
123.043,21.0747,21.012
123.243,21.0695,20.9995
123.444,21.0703,20.9859
123.644,21.0771,20.9745
123.844,21.0892,20.9704
124.051,21.1049,20.9736
124.252,21.1271,20.9831
124.452,21.1542,20.9935
124.652,21.1824,20.9962
124.853,21.2089,20.9803
125.053,21.2332,20.9816
125.253,21.2554,20.9745
125.454,21.2721,20.9661
125.654,21.2842,20.9576
125.854,21.293,20.9497
126.054,21.2939,20.9438
126.255,21.2893,20.9392
126.455,21.2812,20.9411
126.655,21.2687,20.9455
126.856,21.2486,20.9451
127.056,21.2237,20.9484
127.256,21.1979,20.9528
127.457,21.1727,20.9553
127.657,21.1512,20.9671
127.857,21.1307,20.972
128.058,21.117,20.9769
128.258,21.1127,20.9773
128.459,21.1123,20.9805
128.659,21.1173,20.9853
128.859,21.126,20.9936
129.06,21.1343,21.0032
129.26,21.1436,21.0069
129.46,21.1547,21.0133
129.66,21.171,21.0202
129.861,21.1874,21.022
130.061,21.1985,21.0207
130.262,21.2023,21.0181
130.462,21.2012,21.0076
130.662,21.1977,20.9866
130.863,21.1934,20.9734
